abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"Law enforcement officials were still investigating Dahir Adan’s motive in the attack at a St. Cloud mall, even as much remained unknown about him.",https://www.nytimes.com/2016/09/21/us/minnesota-knife-attacker-had-only-infrequent-minor-brushes-with-police.html,"Law enforcement officials were still investigating Dahir Adan’s motive in the attack at a St. Cloud mall, even as much remained unknown about him.","ST. CLOUD, Minn. — Nearly eight years before Dahir Adan was shot dead by an off-duty police officer and accused of stabbing 10 people at a mall, the police stormed into his family’s apartment here to break up a fight between two of his brothers.",A,14,The New York Times,2016-09-21T00:15:22+0000,article,National,U.S.,NA,News,nyt://article/33bcc761-9a52-5fcc-b8b8-b246d3530e4d,751,nyt://article/33bcc761-9a52-5fcc-b8b8-b246d3530e4d,"Minnesota Knife Attacker Had Only Infrequent, Minor Brushes With Police",NA,NA,"Minnesota Knife Attacker Had Only Infrequent, Minor Brushes With the Police",NA,NA,NA,By Mitch Smith and Matt Furber,
A Minneapolis college freezes tuition for one year.,https://thechoice.blogs.nytimes.com/2010/02/19/freezing/,A Minneapolis college freezes tuition for one year.,"In an effort to increase enrollment, the Minneapolis College of Art and Design is freezing tuition for one year, Minnesota Public Radio reports.",NA,NA,The New York Times,2010-02-19T19:11:28+0000,article,,U.S.,NA,NA,nyt://article/47abf7cc-22c3-57ed-be32-ab348dfa128c,335,nyt://article/47abf7cc-22c3-57ed-be32-ab348dfa128c,Freezing Tuition to Attract Students,The Choice,NA,NA,NA,NA,NA,By Jack Kadden,
The Minnesota attorney general’s office said most of the money Pamela Fergus raised to pay off students’ lunch debt was not used as intended.,https://www.nytimes.com/2022/03/30/us/philando-castile-charity-repayment.html,The Minnesota attorney general’s office said most of the money Pamela Fergus raised to pay off students’ lunch debt was not used as intended.,"A Minnesota woman has agreed to repay $120,000 that she collected in an online fund-raiser named in honor of Philando Castile, the Black motorist killed in 2016 by a police officer during a traffic stop, after she was accused of failing to use the money for its intended purpose.",A,20,The New York Times,2022-03-30T19:08:06+0000,article,Express,U.S.,NA,News,nyt://article/9119f5e5-c4c2-57ee-919f-a5f5d3c511a2,746,nyt://article/9119f5e5-c4c2-57ee-919f-a5f5d3c511a2,"Minnesota Woman to Repay $120,000 Raised in Philando Castile’s Name",NA,NA,"$120,000 Raised for Charity to Be Repaid",NA,NA,NA,By Amanda Holpuch,
"A group of parents backed by wealthy philanthropists hopes to change state job protections, as well as rules governing layoffs.",https://www.nytimes.com/2016/04/14/us/teacher-tenure-is-challenged-again-in-a-minnesota-lawsuit.html,"A group of parents backed by wealthy philanthropists hopes to change state job protections, as well as rules governing layoffs.","Opening a new front in the assault on teacher tenure, a group of parents backed by wealthy philanthropists served notice to defendants on Wednesday in a lawsuit challenging Minnesota’s job protections for teachers, as well as the state’s rules governing which teachers are laid off as a result of budget cuts.",A,11,The New York Times,2016-04-13T22:56:22+0000,article,National,U.S.,NA,News,nyt://article/68b06418-2e9f-53db-a1fa-26fb7d764371,993,nyt://article/68b06418-2e9f-53db-a1fa-26fb7d764371,Teacher Tenure Is Challenged Again in a Minnesota Lawsuit,NA,NA,Job Tenure for Teachers Again Faces a Challenge,NA,NA,NA,By Motoko Rich,
"University of Minnesota's governing Board of Regents, after months of protest by faculty members, abandons plan to make it easier to dismiss tenured professors from most of its campuses, but it passes such a measure for law school; controversy reviewed (M)",https://www.nytimes.com/1996/11/17/us/university-of-minnesota-regents-drop-effort-to-modify-tenure.html,"University of Minnesota's governing Board of Regents, after months of protest by faculty members, abandons plan to make it easier to dismiss tenured professors from most of its campuses, but it passes such a measure for law school; controversy rev...","After months of protest by faculty members, the University of Minnesota's governing Board of Regents has abandoned a plan to make it easier to dismiss tenured professors from most of its campuses, but it passed such a measure for the law school.",1,21,The New York Times,1996-11-17T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/782ad170-2e61-5f75-9ca4-d6709fad9d67,548,nyt://article/782ad170-2e61-5f75-9ca4-d6709fad9d67,University of Minnesota Regents Drop Effort to Modify Tenure,NA,NA,University of Minnesota Regents Drop Effort to Modify Tenure,NA,NA,NA,By William H. Honan,
The Islamic State claimed responsibility for an attack in which nine people were injured before the knife-wielding man was shot by an off-duty police officer.,https://www.nytimes.com/2016/09/19/us/police-shoot-attacker-in-minnesota-mall-after-8-are-stabbed.html,The Islamic State claimed responsibility for an attack in which nine people were injured before the knife-wielding man was shot by an off-duty police officer.,"A report by a news agency linked to the Islamic State claimed on Sunday that a “soldier of the Islamic State” was behind a stabbing attack on Saturday night at a Minnesota shopping mall, an episode that the F.B.I. said it was investigating as a “potential act of terrorism.” Nine people were injured in the attack before an off-duty police officer fatally shot the knife-wielding man, the authorities in St. Cloud said.",A,10,The New York Times,2016-09-18T14:54:46+0000,article,National,U.S.,NA,News,nyt://article/89cf3185-99f8-5c8a-8979-b0ade1632866,894,nyt://article/89cf3185-99f8-5c8a-8979-b0ade1632866,F.B.I. Treats Minnesota Mall Stabbing Attack as ‘Potential Act of Terrorism’,NA,NA,F.B.I. Treats Minnesota Stabbing Attack as a ‘Potential Act of Terrorism’,NA,NA,NA,By Mitch Smith,
"  If not for a map-making error two centuries ago, this 150-square-mile tract of bogs and woods would not be part of the United States.   Thirty miles of the Northwest Angle are in Canada and it is the northernmost point in the contiguous 48 states. It is a remote part of Minnesota that, until 15 years ago, could only be reached by boat or ski plane.   But there are signs that civilization is finally coming to the Angle.",https://www.nytimes.com/1985/12/09/us/northern-corner-of-minnesota-drifts-closer-to-us-angle-inlet-minn-dec-8-ap.html,,"If not for a map-making error two centuries ago, this 150-square-mile tract of bogs and woods would not be part of the United States.",B,9,The New York Times,1985-12-09T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/7a871769-71da-5943-bbce-da63848d6750,972,nyt://article/7a871769-71da-5943-bbce-da63848d6750,"NORTHERN CORNER OF MINNESOTA DRIFTS CLOSER TO U.S.   ANGLE INLET, Minn., Dec. 8 (AP) -",NA,NA,"NORTHERN CORNER OF MINNESOTA DRIFTS CLOSER TO U.S.   ANGLE INLET, Minn., Dec. 8 (AP) -",NA,NA,NA,NA,
"Norm Coleman, Republican candidate for Senate in Minnesota, is challenging Sen Paul Wellstone's bid for re-election, in race considered too close to call; state has long history of sending liberal Democrats to Senate, and Wellstone is probably Senate's staunchest liberal; Coleman, former two-term mayor of St Paul, won his first term as mayor as Democrat but ran as Republican for second term; he hopes that growing number of middle-of-the-road independents, swing vote, will see him as one of them, sometimes Democrat, sometimes Republican; photos (M)",https://www.nytimes.com/2002/03/10/us/senate-race-shows-swing-toward-middle-in-minnesota.html,"Norm Coleman, Republican candidate for Senate in Minnesota, is challenging Sen Paul Wellstone's bid for re-election, in race considered too close to call; state has long history of sending liberal Democrats to Senate, and Wellstone is probably Sen...","This state has a long history of sending unalloyed liberal Democrats to the United States Senate -- Hubert H. Humphrey, Eugene J. McCarthy, Walter F. Mondale and, most recently, Paul Wellstone, probably the Senate's staunchest liberal. This state has gone Democratic in every presidential election since 1976, longer than any other.",1,36,The New York Times,2002-03-10T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/9fa3948a-464e-5e04-97ed-29d2e059a15e,911,nyt://article/9fa3948a-464e-5e04-97ed-29d2e059a15e,Senate Race Shows Swing Toward Middle in Minnesota,NA,NA,Senate Race Shows Swing Toward Middle in Minnesota,NA,NA,NA,By B. Drummond Ayres Jr,
"Sen Paul Wellstone of Minnesota, and Rudy Boschwitz, the Republican who lost his seat to him in 1994, are engaged in bitter and negative campaign; 44 percent of voters say advertising campaign by Boschwitz make them more likely to vote for Wellstone (M)",https://www.nytimes.com/1996/10/23/us/in-minnesota-race-negative-ads-outnumber-the-lakes.html,"Sen Paul Wellstone of Minnesota, and Rudy Boschwitz, the Republican who lost his seat to him in 1994, are engaged in bitter and negative campaign; 44 percent of voters say advertising campaign by Boschwitz make them more likely to vote for Wellsto...","On the screen are a faded Capitol on a gray background and a cartoon figure with the distorted face of Senator Paul Wellstone. With clown music playing, a cartoon arm pops out holding a sign reading, ''LIBERAL.''",A,21,The New York Times,1996-10-23T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/4fbee99a-2bab-5c9b-bf1b-51fed0978389,865,nyt://article/4fbee99a-2bab-5c9b-bf1b-51fed0978389,"In Minnesota Race, Negative Ads Outnumber the Lakes",POLITICS: THE SENATE,NA,"In Minnesota Race, Negative Ads Outnumber the Lakes",NA,NA,NA,By David E. Rosenbaum,
"Minnesota's public university system is exploring revisions to faculty tenure code that would allow cuts for first time in professors' salaries for reasons other than financial emergency and would allow dismissal of professors if their programs were eliminated; under current code, tenured professors can be laid off only if department or college is closed; in response, some faculty members have begun organizing drive to form union that would represent 3,000 or so professors at university's four campuses (M)",https://www.nytimes.com/1996/09/22/us/minnesota-s-plan-to-weaken-tenure-leads-to-drive-to-unionize.html,Minnesota's public university system is exploring revisions to faculty tenure code that would allow cuts for first time in professors' salaries for reasons other than financial emergency and would allow dismissal of professors if their programs we...,Minnesota's public university system is exploring revisions to the faculty tenure code that would allow cuts for the first time in professors' salaries for reasons other than financial emergency and would allow the dismissal of professors if their programs were eliminated.,1,37,The New York Times,1996-09-22T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/d5730b90-cf68-5866-b937-f6ea55936c65,560,nyt://article/d5730b90-cf68-5866-b937-f6ea55936c65,Minnesota's Plan to Weaken Tenure Leads to Drive to Unionize,NA,NA,Minnesota's Plan to Weaken Tenure Leads to Drive to Unionize,NA,NA,NA,By William H. Honan,
A sprawling suburban school system north of Minneapolis is caught in the eye of one of the country’s hottest culture wars: how homosexuality should be discussed in the schools.,https://www.nytimes.com/2011/09/13/us/13bully.html,A sprawling suburban school system north of Minneapolis is caught in the eye of one of the country’s hottest culture wars: how homosexuality should be discussed in the schools.,"ANOKA, Minn. — This sprawling suburban school system, much of it within Michele Bachmann’s Congressional district, is caught in the eye of one of the country’s hottest culture wars — how homosexuality should be discussed in the schools. ",A,1,The New York Times,2011-09-13T04:07:09+0000,article,National,U.S.,NA,News,nyt://article/6917c5ff-e0fe-5dc3-9586-946f7f556a6a,1020,nyt://article/6917c5ff-e0fe-5dc3-9586-946f7f556a6a,"In Suburb, Battle Goes Public on Bullying of Gay Students",NA,NA,"In Suburb, Battle Goes Public On Bullying of Gay Students",NA,NA,NA,By Erik Eckholm,
